rayon,l_all_inv,f_all_inv,f_nonextr_inv,l_nonextr_inv,oblast,year,employment,agriculture,production,retail,ppi
Abay,2868180.0,3092.0,3092.0,981955.0,East-Kazakhstan,2018,6.8,22795.4,1593.9,1869.4,100.7
Abay,2514048.0,405350.0,67923.0,529073.0,East-Kazakhstan,2019,6.8,25865.6,2352.1,2470.9,103.4
Abay,7040473.0,5593.0,5593.0,784053.0,East-Kazakhstan,2020,6.7,29614.9,3201.9,2720.2,121.1
Abay,3671620.0,1643.0,1643.0,1125547.0,East-Kazakhstan,2021,6.8,34162.9,5753.1,3228.1,116.6
Abay,6258213.0,0.0,0.0,1723622.0,East-Kazakhstan,2022,7.0,40779.1,7437.8,4868.6,
Abay,9983169.0,0.0,0.0,1584030.0,East-Kazakhstan,2023,6.9,46943.0,9585.4,5919.4,101.5
Abay,9818866.0,31979.0,31979.0,1832447.0,East-Kazakhstan,2024,7.8,,8260.17,5971.27,
Altay,25538293.0,2130584.0,2040723.0,5749229.0,East-Kazakhstan,2018,36.1,25260.6,29546.364999999998,42340.5,100.7
Altay,27895170.0,2977510.0,2977099.0,7148585.0,East-Kazakhstan,2019,35.7,29748.3,38207.287000000004,39997.8,103.4
Altay,29987560.0,2216515.0,2216515.0,7593207.0,East-Kazakhstan,2020,34.8,36350.0,39591.631,51234.0,121.1
Altay,55558999.0,2971405.0,2950067.0,17173615.0,East-Kazakhstan,2021,34.4,46159.9,45657.301,55946.0,116.6
Altay,61994384.0,2399720.0,2265070.0,18173390.0,East-Kazakhstan,2022,33.5,53219.1,47812.581000000006,76040.70000000001,
Altay,75441800.0,1915017.0,1876304.0,22278851.0,East-Kazakhstan,2023,32.7,47760.0,53114.058000000005,69467.7,101.5
Altay,81001063.0,2627357.0,2609360.0,23672700.0,East-Kazakhstan,2024,32.5,,,,
Ayagoz,20499128.0,61712184.0,291579.0,11339631.0,East-Kazakhstan,2018,32.7,26989.0,138291.3,14128.0,100.7
Ayagoz,15656393.0,179722065.0,9865541.0,11410383.0,East-Kazakhstan,2019,32.6,30862.9,157586.0,15791.0,103.4
Ayagoz,13781632.0,160232393.0,14332274.0,7804406.0,East-Kazakhstan,2020,32.3,35044.3,176730.8,17970.4,121.1
Ayagoz,13346463.0,133515460.0,22019524.0,8356142.0,East-Kazakhstan,2021,32.5,39369.4,213676.0,22349.3,116.6
Ayagoz,20205541.0,84721896.0,33086652.0,11204834.0,East-Kazakhstan,2022,31.0,48119.0,393822.3,30725.7,
Ayagoz,36080606.0,78294347.0,11681838.0,21962089.0,East-Kazakhstan,2023,30.8,23990.3,700823.3,40205.3,101.5
Ayagoz,103953611.0,46115882.0,18473017.0,56326120.0,East-Kazakhstan,2024,30.9,,977433.77,39790.07,
Besqaraghay,10352520.0,26703.0,14242.0,498695.0,East-Kazakhstan,2018,8.6,23830.9,1364.1,3063.4,100.7
Besqaraghay,2769920.0,12576.0,3882.0,422222.0,East-Kazakhstan,2019,8.4,23476.2,1341.4,3360.2,103.4
Besqaraghay,3273685.0,51434.0,51434.0,840425.0,East-Kazakhstan,2020,8.0,32035.6,2285.8,3658.2,121.1
Besqaraghay,3582297.0,564327.0,491929.0,651044.0,East-Kazakhstan,2021,8.0,38991.2,2054.5,4286.7,116.6
Besqaraghay,9630669.0,50756.0,0.0,2552148.0,East-Kazakhstan,2022,8.4,38743.1,1745.4,7163.3,
Besqaraghay,14450645.0,109793.0,0.0,3880376.0,East-Kazakhstan,2023,8.9,35619.9,2847.0,8334.3,101.5
Besqaraghay,20398098.0,250000.0,0.0,7973110.0,East-Kazakhstan,2024,8.9,,2180.07,8763.27,
Boroduliha,1775356.0,6842960.0,189707.0,351840.0,East-Kazakhstan,2018,18.9,28245.0,43111.8,8030.6,100.7
Boroduliha,3903445.0,7429083.0,473668.0,608581.0,East-Kazakhstan,2019,19.0,33757.8,41173.5,8883.5,103.4
Boroduliha,7317317.0,5233204.0,423039.0,946238.0,East-Kazakhstan,2020,18.8,42819.2,46307.4,10200.9,121.1
Boroduliha,14284875.0,4675109.0,153480.0,1375267.0,East-Kazakhstan,2021,18.5,68732.7,51879.1,6333.2,116.6
Boroduliha,19678545.0,8287453.0,0.0,1123947.0,East-Kazakhstan,2022,17.7,68220.1,58081.7,12297.5,
Boroduliha,34843836.0,239462.0,82397.0,1882326.0,East-Kazakhstan,2023,16.2,67770.9,64942.8,11708.3,101.5
Boroduliha,41377810.0,174338.0,988.0,13409169.0,East-Kazakhstan,2024,16.9,,66189.77,13896.77,
Glubokoe,7686350.0,6629009.0,1597772.0,2890091.0,East-Kazakhstan,2018,33.5,32978.1,37154.4,27536.7,100.7
Glubokoe,9880868.0,4097913.0,1590182.0,3346083.0,East-Kazakhstan,2019,33.0,40125.3,36880.1,31386.6,103.4
Glubokoe,11096937.0,5155251.0,901031.0,2714175.0,East-Kazakhstan,2020,33.3,43677.4,36422.9,33672.4,121.1
Glubokoe,28740609.0,4336142.0,2075629.0,18489996.0,East-Kazakhstan,2021,32.6,62600.6,50613.8,36865.6,116.6
Glubokoe,36079367.0,2849070.0,956136.0,22509543.0,East-Kazakhstan,2022,31.8,72881.2,95343.24,45491.6,
Glubokoe,38509620.0,3532759.0,1042843.0,16630423.0,East-Kazakhstan,2023,30.4,69330.0,92386.199,40590.1,101.5
Glubokoe,52050487.0,12459876.0,12200949.0,27612138.0,East-Kazakhstan,2024,30.5,,,,
Kokpekti,4873060.0,51788.0,28788.0,1210658.0,East-Kazakhstan,2018,14.5,31996.3,3848.6,4321.7,100.7
Kokpekti,6338400.0,842891.0,842891.0,1450697.0,East-Kazakhstan,2019,14.4,39851.1,4832.3,4772.5,103.4
Kokpekti,13401240.0,2981810.0,2981811.0,5221677.0,East-Kazakhstan,2020,13.7,48520.9,4213.4,5169.6,121.1
Kokpekti,21714566.0,49163.0,49163.0,1505802.0,East-Kazakhstan,2021,13.7,70348.9,29859.8,8518.5,116.6
Kokpekti,11884551.0,8000416.0,8000416.0,1536727.0,East-Kazakhstan,2022,13.2,61593.9,23978.582,7282.0,
Kokpekti,10846820.0,4997060.0,4997060.0,4377854.0,East-Kazakhstan,2023,13.5,44852.4,12117.93,7952.130800000001,101.5
Kokpekti,23965777.0,18166861.0,18166861.0,1089232.0,East-Kazakhstan,2024,13.100000000000001,,998.37,4707.47,
Kurchatov_city,5246007.0,149907.0,136764.0,2343776.0,East-Kazakhstan,2018,7.0,621.5,2680.1,7194.1,100.7
Kurchatov_city,2667739.0,197461.0,151863.0,1213929.0,East-Kazakhstan,2019,7.6,630.8,3291.2,8026.2,103.4
Kurchatov_city,2056592.0,152093.0,152093.0,1569691.0,East-Kazakhstan,2020,6.9,753.7,3433.2,8593.4,121.1
Kurchatov_city,2534568.0,1701984.0,1701984.0,2391226.0,East-Kazakhstan,2021,7.6,952.0,4635.3,9504.1,116.6
Kurchatov_city,3943532.0,661447.0,661447.0,3404888.0,East-Kazakhstan,2022,5.4,1028.6,3565.6,11259.3,
Kurchatov_city,1365443.0,990053.0,990053.0,1326638.0,East-Kazakhstan,2023,5.3,927.8,4605.1,14408.6,101.5
Kurchatov_city,4933996.0,1070127.0,1067835.0,4040415.0,East-Kazakhstan,2024,5.6,,5869.67,14050.77,
Kurshim,4344495.0,297563.0,582.0,528640.0,East-Kazakhstan,2018,12.0,31878.0,2472.6,1612.5,100.7
Kurshim,2949285.0,788129.0,48650.0,1304222.0,East-Kazakhstan,2019,11.6,36695.3,3368.8,2724.3,103.4
Kurshim,4807591.0,1200339.0,74012.0,2322010.0,East-Kazakhstan,2020,11.3,41691.5,5356.7,2886.2,121.1
Kurshim,10802862.0,1191237.0,14223.0,4021568.0,East-Kazakhstan,2021,11.3,48553.9,12329.3,3403.5,116.6
Kurshim,21557809.0,52079.0,0.0,2490699.0,East-Kazakhstan,2022,11.8,60974.2,13025.355,6765.9,
Kurshim,33199453.0,0.0,0.0,6610812.0,East-Kazakhstan,2023,11.0,50408.0,21608.268,4786.7,101.5
Kurshim,35094458.0,177293.0,177293.0,5181927.0,East-Kazakhstan,2024,10.5,,,,
Oskemen_city,118861638.0,8712430.0,8139851.0,85817952.0,East-Kazakhstan,2018,168.7,18710.2,1089708.7,505623.0,100.7
Oskemen_city,130962800.0,7486373.0,6811755.0,76825034.0,East-Kazakhstan,2019,171.0,20500.4,1188598.0,575488.1,103.4
Oskemen_city,148217665.0,4294421.0,4187588.0,82461635.0,East-Kazakhstan,2020,169.2,26403.4,1267686.2,614110.3,121.1
Oskemen_city,170156126.0,5068607.0,4770687.0,104989574.0,East-Kazakhstan,2021,169.4,33072.0,1432273.9,710753.9,116.6
Oskemen_city,225488843.0,5022897.0,4933999.0,157216938.0,East-Kazakhstan,2022,176.8,29324.4,1680829.586,856099.9,
Oskemen_city,309309688.0,10534789.0,10494467.0,231477148.0,East-Kazakhstan,2023,185.2,26470.6,1789034.282,972089.1,101.5
Oskemen_city,344196889.0,4739629.0,4695483.0,276193691.0,East-Kazakhstan,2024,185.6,,,,
Qatonqaraghay,3793724.0,2495.0,2495.0,1190044.0,East-Kazakhstan,2018,12.2,25548.8,1223.3,7107.8,100.7
Qatonqaraghay,3062361.0,113451.0,113452.0,1566791.0,East-Kazakhstan,2019,11.8,28496.5,1314.5,8017.1,103.4
Qatonqaraghay,5520534.0,276361.0,276362.0,1353893.0,East-Kazakhstan,2020,11.3,34118.8,1700.8,8800.3,121.1
Qatonqaraghay,7003527.0,2234.0,2234.0,1886387.0,East-Kazakhstan,2021,11.3,42199.1,2389.7,10506.1,116.6
Qatonqaraghay,9293263.0,0.0,0.0,5475644.0,East-Kazakhstan,2022,11.2,52199.6,1833.314,13304.7,
Qatonqaraghay,10698917.0,8750.0,0.0,4481612.0,East-Kazakhstan,2023,10.6,42619.6,1635.082,10925.0,101.5
Qatonqaraghay,24393822.0,513.0,513.0,11539800.0,East-Kazakhstan,2024,10.3,,,,
Ridder_city,24795133.0,413071.0,413071.0,5428607.0,East-Kazakhstan,2018,29.7,13025.6,278917.898,57782.0,100.7
Ridder_city,35856487.0,1985478.0,1038958.0,5492332.0,East-Kazakhstan,2019,29.8,13398.0,266233.686,64214.5,103.4
Ridder_city,58120211.0,1486275.0,351408.0,12415449.0,East-Kazakhstan,2020,29.0,16953.0,254947.949,70603.79999999999,121.1
Ridder_city,68132548.0,9857689.0,106040.0,26069347.0,East-Kazakhstan,2021,28.7,22485.0,323350.305,78805.20000000001,116.6
Ridder_city,87637873.0,1649142.0,181576.0,24251404.0,East-Kazakhstan,2022,27.8,25977.7,387466.579,102022.70000000001,
Ridder_city,86413835.0,37107.0,3107.0,30460088.0,East-Kazakhstan,2023,26.9,23936.0,332509.993,109354.5,101.5
Ridder_city,81578576.0,199374.0,83752.0,16545190.0,East-Kazakhstan,2024,28.2,,,,
Semey_city,59960428.0,7947330.0,7823433.0,30683044.0,East-Kazakhstan,2018,165.3,34426.4,185508.3,200577.5,100.7
Semey_city,69248231.0,9472080.0,8746424.0,34506987.0,East-Kazakhstan,2019,166.3,36688.9,212943.3,226118.8,103.4
Semey_city,83312392.0,10367850.0,9579001.0,38751194.0,East-Kazakhstan,2020,165.4,40720.7,262438.5,239089.9,121.1
Semey_city,96089034.0,14610515.0,12609326.0,51141076.0,East-Kazakhstan,2021,165.8,51720.0,320196.1,307614.4,116.6
Semey_city,155136563.0,9031184.0,7832619.0,89301033.0,East-Kazakhstan,2022,147.0,60899.1,451244.1,353284.1,
Semey_city,179541771.0,23737292.0,22814925.0,96902290.0,East-Kazakhstan,2023,153.1,57428.0,483441.8,458924.5,101.5
Semey_city,171726243.0,9612387.0,8164191.0,93568455.0,East-Kazakhstan,2024,153.1,,492878.04000000004,483271.97,
Shemonaiha,5088402.0,12668546.0,115759.0,946605.0,East-Kazakhstan,2018,23.3,28268.3,60069.5,9745.4,100.7
Shemonaiha,7056703.0,15075868.0,283458.0,4107628.0,East-Kazakhstan,2019,23.3,33198.3,64098.8,10808.9,103.4
Shemonaiha,8272648.0,21737763.0,69967.0,3386260.0,East-Kazakhstan,2020,23.0,35344.6,74754.4,11599.3,121.1
Shemonaiha,11422686.0,23069230.0,8537.0,2435534.0,East-Kazakhstan,2021,23.0,54787.5,92854.4,13944.5,116.6
Shemonaiha,14830706.0,23410002.0,81487.0,2066689.0,East-Kazakhstan,2022,24.3,60296.4,118102.441,17349.8,
Shemonaiha,35960976.0,82357.0,77769.0,3413219.0,East-Kazakhstan,2023,21.8,51963.6,122014.43,19931.9,101.5
Shemonaiha,35546797.0,436488.0,398723.0,1846726.0,East-Kazakhstan,2024,20.8,,,,
Tarbagatay,6906993.0,8657.0,8657.0,1266357.0,East-Kazakhstan,2018,17.5,71880.4,5873.4,22457.8,100.7
Tarbagatay,7338701.0,107518.0,107519.0,1142812.0,East-Kazakhstan,2019,17.4,81919.2,5489.4,25470.8,103.4
Tarbagatay,6961122.0,3092217.0,3092217.0,2324548.0,East-Kazakhstan,2020,16.9,92644.8,5402.8,27842.6,121.1
Tarbagatay,9666690.0,4403517.0,4235509.0,2244204.0,East-Kazakhstan,2021,16.1,78769.0,5474.0,23294.699999999997,116.6
Tarbagatay,13439168.0,1475880.0,1475880.0,2309111.0,East-Kazakhstan,2022,18.4,67754.0,2847.913,20476.7,
Tarbagatay,21577448.0,0.0,0.0,3621052.0,East-Kazakhstan,2023,19.3,49249.3,4346.228,17587.699999999997,101.5
Tarbagatay,32015111.0,8251464.0,4855780.0,7388680.0,East-Kazakhstan,2024,18.1,,,,
Ulan,5831808.0,14757.0,8878.0,1985529.0,East-Kazakhstan,2018,20.1,38287.8,22903.2,9003.8,100.7
Ulan,7126305.0,5089992.0,5076821.0,1087204.0,East-Kazakhstan,2019,19.6,44809.5,27212.1,9920.7,103.4
Ulan,9503951.0,5596078.0,5557154.0,1596297.0,East-Kazakhstan,2020,19.5,48286.6,23257.8,11362.6,121.1
Ulan,19257618.0,2518731.0,2437737.0,2125815.0,East-Kazakhstan,2021,19.4,63551.8,30415.8,12272.2,116.6
Ulan,32223648.0,29313.0,0.0,1818832.0,East-Kazakhstan,2022,17.5,82467.5,48363.878,16000.1,
Ulan,14677564.0,104769.0,43163.0,2763740.0,East-Kazakhstan,2023,17.2,83958.4,60209.805,15151.8,101.5
Ulan,17831632.0,3100990.0,2650866.0,3644444.0,East-Kazakhstan,2024,17.2,,,,
Urzhar,10380302.0,27512.0,27512.0,4842850.0,East-Kazakhstan,2018,36.2,57993.3,2714.9,8655.7,100.7
Urzhar,9089752.0,597726.0,597232.0,3470162.0,East-Kazakhstan,2019,36.1,68801.6,2597.1,9493.6,103.4
Urzhar,20454828.0,3277039.0,3277039.0,4959961.0,East-Kazakhstan,2020,35.2,81808.2,3120.4,10453.7,121.1
Urzhar,22341853.0,2896118.0,2896118.0,7443687.0,East-Kazakhstan,2021,34.9,101016.4,3490.9,13400.0,116.6
Urzhar,27377084.0,141345.0,141345.0,8315239.0,East-Kazakhstan,2022,35.1,113587.4,2387.6,18379.7,
Urzhar,25304824.0,22107273.0,22107273.0,9625521.0,East-Kazakhstan,2023,36.5,103314.8,3261.4,17632.3,101.5
Urzhar,35406553.0,14262699.0,14262699.0,17619841.0,East-Kazakhstan,2024,35.4,,3139.14,19407.84,
Zaysan,5334821.0,1683606.0,4475.0,1498241.0,East-Kazakhstan,2018,17.5,22634.8,20609.4,8238.3,100.7
Zaysan,3814174.0,4859101.0,4141454.0,622359.0,East-Kazakhstan,2019,17.8,25866.7,12568.1,9424.2,103.4
Zaysan,7097603.0,7307568.0,6850902.0,2456629.0,East-Kazakhstan,2020,17.3,30030.2,10680.4,10147.1,121.1
Zaysan,11833164.0,8349141.0,7676490.0,6225209.0,East-Kazakhstan,2021,17.4,38734.6,12588.3,11255.0,116.6
Zaysan,7876469.0,1864950.0,1607085.0,3595211.0,East-Kazakhstan,2022,16.8,49187.9,10102.05,16090.4,
Zaysan,11171159.0,4815607.0,4417758.0,4070551.0,East-Kazakhstan,2023,17.1,36324.1,5777.665,14955.9,101.5
Zaysan,15293625.0,22266970.0,18781174.0,6643924.0,East-Kazakhstan,2024,16.9,,,,
Zharma,12129427.0,42930293.0,2917140.0,6071139.0,East-Kazakhstan,2018,18.4,22052.3,80350.9,11884.9,100.7
Zharma,13259516.0,16736915.0,12060456.0,7814068.0,East-Kazakhstan,2019,18.8,24946.7,229302.1,13072.3,103.4
Zharma,8965750.0,30650877.0,22714979.0,2663341.0,East-Kazakhstan,2020,16.9,29248.6,319768.5,14468.2,121.1
Zharma,11089448.0,16530654.0,5231374.0,7488723.0,East-Kazakhstan,2021,16.9,34225.4,294781.8,16452.7,116.6
Zharma,22694539.0,28933370.0,17497704.0,17646057.0,East-Kazakhstan,2022,18.8,42371.9,282815.6,21264.1,
Zharma,57603107.0,17378503.0,5777877.0,23491273.0,East-Kazakhstan,2023,17.8,41639.4,315236.0,31105.3,101.5
Zharma,25006215.0,44066611.0,31108924.0,11218226.0,East-Kazakhstan,2024,17.0,,398951.97,34366.87,
Aqkol,4538180.0,33806.0,33806.0,1380767.0,Aqmola,2014,15.0,8460.5,4355.1,6016.3,104.5
Aqkol,,,,,Aqmola,2015,13.7,10851.5,4219.1,5663.1,108.6
Aqkol,9483391.0,52136.0,52136.0,1300876.0,Aqmola,2016,13.2,12535.4,4536.8,5455.5,109.7
Aqkol,8156066.0,54000.0,54000.0,1905603.0,Aqmola,2017,12.6,14226.7,5871.0,6933.5,102.8
Aqkol,5284638.0,402879.0,402879.0,1494698.0,Aqmola,2018,13.0,15488.055534697205,4678.0,6941.0,107.7
Aqkol,7296425.0,282914.0,179659.0,2084912.0,Aqmola,2019,12.8,18875.2,5012.7,5580.6,113.0
Aqkol,9298345.0,110735.0,55736.0,1788971.0,Aqmola,2020,12.6,25483.7,5688.2,3511.7,101.9
Aqkol,26170841.0,32615.0,32615.0,2491294.0,Aqmola,2021,13.2,29131.8444229965,6045.4,7973.2,109.5
Aqkol,26407841.0,5167.0,5167.0,4857277.0,Aqmola,2022,12.8,41323.74864034742,6559.6,8527.1,105.3
Aqkol,0.0,0.0,0.0,4580819.0,Aqmola,2023,13.1,22405.6,6306.6,7289.4,104.8
Aqkol,28537662.0,0.0,0.0,3983842.0,Aqmola,2024,12.0,,,,
Arshaly,16840780.0,460895.0,402926.0,5001929.0,Aqmola,2014,16.2,11936.6,14691.2,5666.8,104.5
Arshaly,,,,,Aqmola,2015,14.6,13316.6,16252.5,5207.5,108.6
Arshaly,27601041.0,33322.0,29725.0,4011761.0,Aqmola,2016,15.0,16140.7,18133.6,5738.6,109.7
Arshaly,17404023.0,408244.0,405061.0,6979908.0,Aqmola,2017,14.5,16702.3,14871.5,10888.4,102.8
Arshaly,34046358.0,83506.0,38697.0,30924827.0,Aqmola,2018,14.7,20312.084188722278,16165.9,7496.1,107.7
Arshaly,43749939.0,1580156.0,1575783.0,35996377.0,Aqmola,2019,14.7,21268.9,19988.1,7444.1,113.0
Arshaly,37795058.0,1420288.0,1372004.0,30387616.0,Aqmola,2020,14.7,33048.2,25277.7,6119.6,101.9
Arshaly,40205263.0,184400.0,124074.0,19328925.0,Aqmola,2021,14.9,36128.32350257405,38620.7,6342.9,109.5
Arshaly,54559524.0,5653681.0,5177033.0,31658879.0,Aqmola,2022,13.8,45754.242291511866,54048.4,7106.4,105.3
Arshaly,36413510.0,108186208.0,107546178.0,12096603.0,Aqmola,2023,14.0,33242.6,83290.7,12154.2,104.8
Arshaly,37961812.0,4532251.0,4238761.0,5237810.0,Aqmola,2024,13.7,,,,
Astrakhan,3189134.0,236788.0,51388.0,354737.0,Aqmola,2014,14.9,16283.2,3579.1,2341.1,104.5
Astrakhan,,,,,Aqmola,2015,14.0,18474.7,4649.9,2488.6,108.6
Astrakhan,6633931.0,7680.0,7680.0,1050818.0,Aqmola,2016,14.1,23330.4,6152.3,3805.5,109.7
Astrakhan,7363898.0,36281.0,0.0,2139792.0,Aqmola,2017,13.6,23463.4,4241.3,4174.99,102.8
Astrakhan,4176500.0,112927.0,0.0,398392.0,Aqmola,2018,13.8,27680.350538784143,4859.8,3028.8,107.7
Astrakhan,5893032.0,142919.0,1500.0,1230765.0,Aqmola,2019,13.7,30850.1,4134.9,7147.1,113.0
Astrakhan,7722322.0,135408.0,0.0,1090823.0,Aqmola,2020,13.6,45347.4,4466.8,5358.2,101.9
Astrakhan,11132997.0,389709.0,4593.0,2411003.0,Aqmola,2021,12.9,50705.543561161554,4619.1,3048.7,109.5
Astrakhan,16395998.0,56711.0,1424.0,2417880.0,Aqmola,2022,11.4,61077.411543569935,5477.4,8679.5,105.3
Astrakhan,7145596.0,552920.0,0.0,1415832.0,Aqmola,2023,10.7,39616.6,6685.8,4846.9,104.8
Astrakhan,11875408.0,128327.0,0.0,1741279.0,Aqmola,2024,10.4,,,,
Atbasar,5773568.0,83754.0,83754.0,3079041.0,Aqmola,2014,29.3,19129.4,16015.0,6793.8,104.5
Atbasar,,,,,Aqmola,2015,28.1,21949.9,14943.1,7296.6,108.6
Atbasar,12548497.0,4860.0,4860.0,3075632.0,Aqmola,2016,28.0,27379.4,14713.6,14644.8,109.7
Atbasar,9613920.0,7444.0,7444.0,3067372.0,Aqmola,2017,27.4,29398.2,18135.1,17147.9,102.8
Atbasar,7104526.0,75698.0,74224.0,1867999.0,Aqmola,2018,27.0,29684.147805318713,20009.4,13764.2,107.7
Atbasar,7511213.0,98211.0,75874.0,1368316.0,Aqmola,2019,26.7,36265.3,28362.6,13292.4,113.0
Atbasar,9711195.0,32091.0,207.0,3659463.0,Aqmola,2020,25.6,45729.4,20260.6,9738.9,101.9
Atbasar,15082666.0,195811.0,173590.0,4141885.0,Aqmola,2021,25.0,47333.0304943848,17465.7,17623.8,109.5
Atbasar,20372393.0,323411.0,17006.0,10997072.0,Aqmola,2022,23.1,75848.80883957985,26152.3,13254.8,105.3
Atbasar,17997069.0,218121.0,13755.0,3399760.0,Aqmola,2023,22.7,50599.1,30776.1,22080.5,104.8
Atbasar,21035533.0,7148.0,179.0,8707936.0,Aqmola,2024,22.9,,,,
Birzhan Sal,27747393.0,335245.0,99294.0,25435349.0,Aqmola,2014,9.3,10721.9,12488.3,1071.5,104.5
Birzhan Sal,,,,,Aqmola,2015,8.5,13997.8,12236.4,1141.5,108.6
Birzhan Sal,5734722.0,218917.0,0.0,2846605.0,Aqmola,2016,8.4,16609.3,14363.0,1300.8,109.7
Birzhan Sal,6583171.0,166751.0,0.0,4835390.0,Aqmola,2017,8.1,17547.7,16777.4,1531.7,102.8
Birzhan Sal,3970868.0,325753.0,7493.0,188659.0,Aqmola,2018,7.6,19916.623719726806,21587.3,1505.1,107.7
Birzhan Sal,4052781.0,272851.0,13615.0,1184975.0,Aqmola,2019,7.4,21769.3,25448.5,2314.9,113.0
Birzhan Sal,5313242.0,97187.0,58822.0,1259444.0,Aqmola,2020,7.0,31075.0,30329.8,790.1,101.9
Birzhan Sal,8474639.0,372549.0,0.0,1980180.0,Aqmola,2021,6.8,30365.035987513118,37796.6,1301.2,109.5
Birzhan Sal,7296682.0,489499.0,32269.0,1212287.0,Aqmola,2022,6.9,37731.96627866826,39077.0,1807.1,105.3
Birzhan Sal,11610143.0,3689945.0,0.0,1499681.0,Aqmola,2023,6.6,27259.0,34742.8,1580.5,104.8
Birzhan Sal,14148853.0,2837576.0,0.0,594423.0,Aqmola,2024,6.3,,,,
Bulandy,4944398.0,222326.0,209247.0,1355944.0,Aqmola,2014,19.5,11685.4,3550.9,104.2,104.5
Bulandy,,,,,Aqmola,2015,17.7,15100.2,4047.1,78.2,108.6
Bulandy,6333035.0,225722.0,24918.0,3414073.0,Aqmola,2016,18.0,17213.9,3233.3,110.0,109.7
Bulandy,6408708.0,48149.0,0.0,3648527.0,Aqmola,2017,17.9,18348.7,4304.2,104.7,102.8
Bulandy,21236281.0,11139.0,0.0,19150914.0,Aqmola,2018,17.8,21492.47356491125,6205.1,106.7,107.7
Bulandy,11483117.0,390.0,390.0,7064189.0,Aqmola,2019,17.6,35902.0,19949.6,80.3,113.0
Bulandy,21708009.0,134759.0,134759.0,15774319.0,Aqmola,2020,17.7,54818.2,24503.9,120.4,101.9
Bulandy,16356627.0,13029.0,11154.0,8099859.0,Aqmola,2021,18.5,81934.28032090109,51652.9,151.9,109.5
Bulandy,33959338.0,27283.0,9207.0,24525081.0,Aqmola,2022,16.8,123525.83070512857,69125.6,83.0,105.3
Bulandy,0.0,0.0,0.0,9568376.0,Aqmola,2023,15.0,119580.8,102643.5,117.7,104.8
Bulandy,18616388.0,68772.0,44951.0,6365073.0,Aqmola,2024,14.3,,,,
Burabay,11441072.0,167488.0,167488.0,3221601.0,Aqmola,2014,43.8,15633.5,18035.6,5011.8,104.5
Burabay,,,,,Aqmola,2015,43.1,20712.1,21790.1,6269.4,108.6
Burabay,16926528.0,585553.0,585553.0,9182482.0,Aqmola,2016,44.2,23137.6,30637.8,5557.6,109.7
Burabay,37263368.0,356738.0,356738.0,6652526.0,Aqmola,2017,44.1,27603.0,31781.7,7312.9,102.8
Burabay,26589095.0,565017.0,565017.0,9220957.0,Aqmola,2018,44.2,29587.052457891004,40715.4,17135.3,107.7
Burabay,28264658.0,5602140.0,5602140.0,15583116.0,Aqmola,2019,44.7,31024.6,47345.7,17641.9,113.0
Burabay,36241084.0,8974706.0,8974706.0,18998797.0,Aqmola,2020,43.7,38939.1,66635.5,22576.3,101.9
Burabay,78613077.0,62254.0,55467.0,60132900.0,Aqmola,2021,43.6,47237.923069246346,55555.4,40786.7,109.5
Burabay,37561209.0,37312357.0,37277357.0,26163186.0,Aqmola,2022,42.2,58238.880477939216,80458.1,35187.8,105.3
Burabay,31980170.0,6704346.0,6704346.0,14889959.0,Aqmola,2023,42.6,34051.4,136532.7,35859.6,104.8
Burabay,32850159.0,9706286.0,5575635.0,16587025.0,Aqmola,2024,41.1,,,,
Egindykol,1896090.0,33291.0,6275.0,1040371.0,Aqmola,2014,3.5,11203.1,697.2,683.8,104.5
Egindykol,,,,,Aqmola,2015,3.3,12815.3,804.0,726.7,108.6
Egindykol,4365907.0,354902.0,0.0,282797.0,Aqmola,2016,3.4,14916.5,870.4,1831.5,109.7
Egindykol,2420239.0,455250.0,0.0,225592.0,Aqmola,2017,3.0,13368.5,1038.1,2724.9,102.8
Egindykol,1284771.0,49086.0,0.0,99760.0,Aqmola,2018,3.2,14809.140813210308,1342.1,2580.4,107.7
Egindykol,1925660.0,7488.0,7488.0,197145.0,Aqmola,2019,3.2,16751.1,1146.7,2574.8,113.0
Egindykol,2788138.0,46793.0,46793.0,224972.0,Aqmola,2020,3.1,28860.9,1246.5,643.1,101.9
Egindykol,4897430.0,0.0,0.0,142008.0,Aqmola,2021,2.6,32029.230586109305,1501.1,1084.3,109.5
Egindykol,6379640.0,0.0,0.0,409417.0,Aqmola,2022,2.8,38702.65216179366,1421.0,129.8,105.3
Egindykol,3871507.0,0.0,0.0,429640.0,Aqmola,2023,2.9,21683.2,1004.2,324.7,104.8
Egindykol,6677623.0,0.0,0.0,241107.0,Aqmola,2024,2.6,,,,
Ereymentau,10605765.0,2129673.0,2129673.0,9650125.0,Aqmola,2014,15.8,8508.5,7211.2,2582.6,104.5
Ereymentau,,,,,Aqmola,2015,14.6,10545.1,11553.8,2331.9,108.6
Ereymentau,25227277.0,71000.0,71000.0,2168495.0,Aqmola,2016,14.7,12730.5,12689.7,2605.6,109.7
Ereymentau,34190354.0,0.0,0.0,966414.0,Aqmola,2017,13.9,13209.4,16635.8,3346.8,102.8
Ereymentau,10559527.0,12088.0,6643.0,493060.0,Aqmola,2018,13.8,14914.942320627242,12986.8,3301.7,107.7
Ereymentau,5992301.0,258615.0,18605.0,2716307.0,Aqmola,2019,13.6,16924.6,13029.1,3136.1,113.0
