rayon,l_all_inv,f_all_inv,f_nonextr_inv,l_nonextr_inv,oblast,year,employment,agriculture,production,retail,ppi
Denisov,7655293.0,393368.0,29891.0,2847657.0,Qostanay,2022,9218.0,44623.6,1127.0,3645.4,104.3
Denisov,8733757.0,576701.0,0.0,977376.0,Qostanay,2023,9081.0,36732.03379264382,2327.0,4135.3,111.6
Denisov,9833700.0,410708.0,12528.0,1077758.0,Qostanay,2024,8629.0,,,,
Fyodorov,5295223.0,1399.0,1399.0,2894768.0,Qostanay,2014,16331.0,24159.1,3803.0,1883.4,98.4
Fyodorov,4604719.0,6541.0,6541.0,913815.0,Qostanay,2015,15633.0,26531.5,2947.0,1962.7,112.2
Fyodorov,4094440.0,11997.0,11997.0,744691.0,Qostanay,2016,14686.0,26156.3,1690.0,2291.4,111.9
Fyodorov,4700358.0,4656.0,,,Qostanay,2017,16061.0,31220.1,1862.0,3081.9,103.5
Fyodorov,5382437.0,6239.0,,,Qostanay,2018,15736.0,32903.7,2181.0,3541.7,111.9
Fyodorov,6535359.0,35690.0,35690.0,445651.0,Qostanay,2019,14196.0,39859.3,4026.0,4104.7,115.4
Fyodorov,11079780.0,2911.0,2911.0,407137.0,Qostanay,2020,12353.0,52737.0,3656.0,4403.1,132.0
Fyodorov,10014546.0,3914.0,3914.0,864177.0,Qostanay,2021,12480.0,52977.5,3205.0,4786.9,121.2
Fyodorov,12103548.0,0.0,0.0,536742.0,Qostanay,2022,12761.0,69609.4,2953.0,5663.1,104.3
Fyodorov,10018125.0,0.0,0.0,565898.0,Qostanay,2023,13231.0,50655.1213966266,4259.0,7945.9,111.6
Fyodorov,13459218.0,0.0,0.0,1230109.0,Qostanay,2024,13607.0,,,,
Lisakovsk city,2935684.0,800065.0,800065.0,770415.0,Qostanay,2014,23363.0,1731.3,26436.0,6665.5,98.4
Lisakovsk city,2636735.0,1451285.0,65358.0,655028.0,Qostanay,2015,24109.0,1603.0,26671.0,6948.2,112.2
Lisakovsk city,6302784.0,4576695.0,23969.0,636074.0,Qostanay,2016,22884.0,1464.3,34814.0,8152.6,111.9
Lisakovsk city,7299750.0,4327138.0,167941.0,666127.0,Qostanay,2017,22911.0,1926.3,37706.0,9704.6,103.5
Lisakovsk city,14853836.0,13398083.0,140373.0,571571.0,Qostanay,2018,22113.0,1867.5,52927.0,10819.0,111.9
Lisakovsk city,19550529.0,11979357.0,371864.0,3834045.0,Qostanay,2019,22407.0,1998.6,59510.0,11758.2,115.4
Lisakovsk city,13707880.0,8435017.0,292571.0,1467659.0,Qostanay,2020,21267.0,2164.6,58625.0,12648.9,132.0
Lisakovsk city,13841834.0,9159690.0,23742.0,2319213.0,Qostanay,2021,21288.0,2836.0,82207.0,14206.0,121.2
Lisakovsk city,16912936.0,9600633.0,70802.0,3608397.0,Qostanay,2022,18776.0,2751.7,82217.0,17960.7,104.3
Lisakovsk city,19400894.0,9709599.0,18711.0,2757826.0,Qostanay,2023,18576.0,2247.1804594947134,90591.0,20415.1,111.6
Lisakovsk city,16162195.0,2427100.0,4649.0,2655233.0,Qostanay,2024,17899.0,,,,
Mendiqara,1358333.0,36425.0,36425.0,191680.0,Qostanay,2014,17346.0,17126.7,2585.0,3622.6,98.4
Mendiqara,1438836.0,38002.0,3002.0,115765.0,Qostanay,2015,16663.0,18131.4,2991.0,3750.6,112.2
Mendiqara,1503353.0,1998.0,1998.0,75824.0,Qostanay,2016,16708.0,19635.9,3447.0,4356.6,111.9
Mendiqara,2084798.0,588.0,588.0,76513.0,Qostanay,2017,16482.0,24287.9,3795.0,4928.3,103.5
Mendiqara,2876113.0,2105.0,2105.0,393883.0,Qostanay,2018,16098.0,25783.2,3202.0,5398.9,111.9
Mendiqara,3693741.0,20534.0,20534.0,141788.0,Qostanay,2019,16179.0,30298.5,1347.0,5857.1,115.4
Mendiqara,6541834.0,74886.0,74886.0,219033.0,Qostanay,2020,14749.0,40897.9,2312.0,5298.6,132.0
Mendiqara,8224496.0,1396.0,1396.0,269222.0,Qostanay,2021,13156.0,51084.2,2706.0,5813.3,121.2
Mendiqara,13387642.0,0.0,0.0,153911.0,Qostanay,2022,11274.0,66140.1,3195.0,6765.0,104.3
Mendiqara,12944726.0,0.0,0.0,1686001.0,Qostanay,2023,10719.0,40447.28257805534,2117.0,7651.7,111.6
Mendiqara,13961158.0,0.0,0.0,1155503.0,Qostanay,2024,11707.0,,,,
Naurzum,852248.0,4998.0,4998.0,145120.0,Qostanay,2014,6603.0,7776.6,74.0,294.2,98.4
Naurzum,932230.0,4002.0,4002.0,109449.0,Qostanay,2015,6759.0,9800.2,43.0,305.8,112.2
Naurzum,976207.0,254.0,254.0,44152.0,Qostanay,2016,6769.0,10804.3,168.0,356.3,111.9
Naurzum,1121160.0,2210.0,2210.0,31760.0,Qostanay,2017,6995.0,12309.7,92.0,406.4,103.5
Naurzum,1290465.0,276.0,276.0,215937.0,Qostanay,2018,6436.0,13136.3,330.0,440.8,111.9
Naurzum,1189362.0,12759.0,12759.0,40218.0,Qostanay,2019,6120.0,10794.3,258.0,477.5,115.4
Naurzum,3859605.0,21038.0,21038.0,68337.0,Qostanay,2020,5173.0,23979.0,263.0,495.7,132.0
Naurzum,2563789.0,1709.0,1709.0,267082.0,Qostanay,2021,5114.0,17264.1,285.0,539.5,121.2
Naurzum,2701995.0,0.0,0.0,302130.0,Qostanay,2022,4621.0,37138.5,125.0,628.2,104.3
Naurzum,3865197.0,0.0,0.0,149804.0,Qostanay,2023,4749.0,19195.246089358658,102.0,711.9,111.6
Naurzum,4014171.0,0.0,0.0,59445.0,Qostanay,2024,4833.0,,,,
Qamysty,5626719.0,0.0,0.0,4850949.0,Qostanay,2014,8370.0,10321.4,1214.0,429.2,98.4
Qamysty,2506468.0,2896.0,2896.0,168609.0,Qostanay,2015,8059.0,12418.1,1831.0,444.7,112.2
Qamysty,3562542.0,1015.0,1015.0,124205.0,Qostanay,2016,7986.0,14678.2,1798.0,521.0,111.9
Qamysty,4005829.0,7632.0,7632.0,177517.0,Qostanay,2017,8363.0,17449.5,2377.0,585.2,103.5
Qamysty,4568458.0,2034.0,2034.0,443135.0,Qostanay,2018,8212.0,18701.6,2365.0,653.6,111.9
Qamysty,5649787.0,1084.0,1084.0,247661.0,Qostanay,2019,8254.0,9639.0,2241.0,732.1,115.4
Qamysty,6850979.0,1734.0,1734.0,731706.0,Qostanay,2020,7663.0,27353.1,3034.0,763.3,132.0
Qamysty,8005657.0,178096.0,806.0,1898763.0,Qostanay,2021,7888.0,18397.5,5272.0,894.3,121.2
Qamysty,8434152.0,393824.0,11858.0,2865497.0,Qostanay,2022,7481.0,45934.8,5911.0,1159.1,104.3
Qamysty,9495086.0,0.0,0.0,784747.0,Qostanay,2023,6643.0,25888.612506786456,3654.0,1316.2,111.6
Qamysty,15936144.0,63728.0,16629.0,5893351.0,Qostanay,2024,6509.0,,,,
Qarabalyq,4334196.0,105329.0,105329.0,3345038.0,Qostanay,2014,16828.0,16436.4,2580.0,3735.4,98.4
Qarabalyq,2208327.0,262431.0,249271.0,280393.0,Qostanay,2015,16484.0,17065.9,2741.0,3897.5,112.2
Qarabalyq,2342219.0,597902.0,591443.0,561779.0,Qostanay,2016,16340.0,19522.4,1807.0,4536.9,111.9
Qarabalyq,2476442.0,316739.0,300635.0,512326.0,Qostanay,2017,16823.0,20423.1,4055.0,4924.7,103.5
Qarabalyq,3184681.0,61105.0,39982.0,972616.0,Qostanay,2018,16527.0,23267.8,3173.0,5578.2,111.9
Qarabalyq,5017685.0,74213.0,10605.0,629601.0,Qostanay,2019,16680.0,29510.2,3238.0,6133.2,115.4
Qarabalyq,5892122.0,17595.0,2246.0,135885.0,Qostanay,2020,14862.0,35347.8,3219.0,6484.9,132.0
Qarabalyq,8649656.0,44797.0,10481.0,1997537.0,Qostanay,2021,14037.0,42572.5,5593.0,9443.0,121.2
Qarabalyq,12132984.0,7753.0,0.0,3582772.0,Qostanay,2022,14702.0,65715.5,9020.0,11100.7,104.3
Qarabalyq,12526931.0,102188.0,41237.0,2579763.0,Qostanay,2023,15503.0,53650.34678636858,14653.0,12573.9,111.6
Qarabalyq,19179419.0,66841.0,66841.0,6690052.0,Qostanay,2024,12924.0,,,,
Qarasu,4047750.0,5508.0,5508.0,3087032.0,Qostanay,2014,15711.0,31678.0,3026.0,2033.8,98.4
Qarasu,4467338.0,2671.0,2671.0,182525.0,Qostanay,2015,15131.0,32219.1,2685.0,2118.2,112.2
Qarasu,5291811.0,2966.0,2966.0,270145.0,Qostanay,2016,15203.0,38155.6,3084.0,2529.0,111.9
Qarasu,6011965.0,111861.0,3411.0,84656.0,Qostanay,2017,15726.0,41187.4,2925.0,2780.6,103.5
Qarasu,3994984.0,10904.0,7804.0,578772.0,Qostanay,2018,15750.0,43923.1,1499.0,3022.1,111.9
Qarasu,4772841.0,97373.0,36921.0,1046609.0,Qostanay,2019,16504.0,37539.1,1187.0,3281.9,115.4
Qarasu,9539052.0,213809.0,28896.0,476897.0,Qostanay,2020,13958.0,70623.4,1970.0,3488.5,132.0
Qarasu,11196857.0,180033.0,8934.0,191255.0,Qostanay,2021,13078.0,60242.2,1563.0,4094.5,121.2
Qarasu,13860401.0,7332.0,7332.0,1283970.0,Qostanay,2022,12131.0,136663.8,968.0,5098.1,104.3
Qarasu,16865904.0,7098.0,7098.0,6351064.0,Qostanay,2023,11245.0,72234.24623049275,554.0,5800.5,111.6
Qarasu,8012822.0,0.0,0.0,2000496.0,Qostanay,2024,9739.0,,,,
Qostanay,10621410.0,44997.0,44997.0,9567751.0,Qostanay,2014,38894.0,29832.5,18925.0,14204.0,98.4
Qostanay,9053023.0,981966.0,18286.0,6428111.0,Qostanay,2015,39613.0,32952.3,18304.0,14719.3,112.2
Qostanay,10155386.0,34239.0,34239.0,4958518.0,Qostanay,2016,40190.0,35513.5,19297.0,17488.6,111.9
Qostanay,11167381.0,487089.0,487089.0,4840426.0,Qostanay,2017,38661.0,39350.9,20339.0,20839.0,103.5
Qostanay,12591463.0,652427.0,652427.0,4184896.0,Qostanay,2018,40175.0,40329.3,21729.0,22823.9,111.9
Qostanay,15750233.0,116339.0,103155.0,8494540.0,Qostanay,2019,40173.0,42453.9,25920.0,25633.3,115.4
Qostanay,16738384.0,11219115.0,11211705.0,9325409.0,Qostanay,2020,37650.0,59206.8,22708.0,15196.4,132.0
Qostanay,22512570.0,8429788.0,8416148.0,5295225.0,Qostanay,2021,42476.0,70387.8,23906.0,13604.7,121.2
Qostanay,25126283.0,4718950.0,4718950.0,6093453.0,Qostanay,2022,39795.0,96425.0,35587.0,16238.0,104.3
Qostanay,24667976.0,592660.0,539515.0,7495570.0,Qostanay,2023,36405.0,81504.25872832662,38121.0,18548.9,111.6
Qostanay,45684063.0,201704.0,201704.0,13610545.0,Qostanay,2024,39163.0,,,,
Qostanay city,56009551.0,1237556.0,1237556.0,55971982.0,Qostanay,2014,125089.0,4948.2,175022.0,140329.5,98.4
Qostanay city,35740007.0,1489137.0,1489139.0,24146598.0,Qostanay,2015,121381.0,4355.0,165714.0,142770.4,112.2
Qostanay city,36623387.0,2043276.0,2033101.0,22771728.0,Qostanay,2016,126961.0,4436.8,212092.0,167367.5,111.9
Qostanay city,54401572.0,3713406.0,3713407.0,33993649.0,Qostanay,2017,125056.0,5661.2,279780.0,192128.5,103.5
Qostanay city,67260075.0,4488383.0,4488383.0,34157967.0,Qostanay,2018,128454.0,5886.3,306297.0,221433.2,111.9
Qostanay city,77231726.0,7218414.0,7218414.0,44816787.0,Qostanay,2019,130493.0,7677.8,460565.0,251975.4,115.4
Qostanay city,101430109.0,3902851.0,3902851.0,51272393.0,Qostanay,2020,137306.0,7256.2,673397.0,295052.1,132.0
Qostanay city,120205128.0,15280724.0,15280724.0,83608015.0,Qostanay,2021,140412.0,8385.8,885655.0,370682.1,121.2
Qostanay city,125499637.0,11655964.0,11650583.0,94407744.0,Qostanay,2022,144428.0,8800.2,1260759.0,429766.3,104.3
Qostanay city,170598733.0,13450669.0,13372358.0,120529811.0,Qostanay,2023,146301.0,8619.498254011873,1579121.248,534579.1,111.6
Qostanay city,219337856.0,38780846.0,38652218.0,169418215.0,Qostanay,2024,144983.0,,,,
Rudny city,57569757.0,249554.0,249554.0,9675835.0,Qostanay,2014,71233.0,6670.6,238133.0,38576.4,98.4
Rudny city,61689913.0,45352.0,45352.0,5498293.0,Qostanay,2015,71190.0,6492.8,162235.0,40240.1,112.2
Rudny city,61632805.0,54721.0,,,Qostanay,2016,73227.0,6877.6,223018.0,47585.4,111.9
Rudny city,46487867.0,460357.0,417469.0,4554916.0,Qostanay,2017,70902.0,8181.0,274742.0,55073.9,103.5
Rudny city,52163923.0,269739.0,185341.0,6675433.0,Qostanay,2018,70425.0,7910.8,329511.0,61515.3,111.9
Rudny city,58871389.0,436035.0,395049.0,7971604.0,Qostanay,2019,69567.0,10554.4,456207.0,66441.0,115.4
Rudny city,42879235.0,618563.0,215389.0,11218403.0,Qostanay,2020,68132.0,11687.3,516727.0,63195.9,132.0
Rudny city,66496277.0,632181.0,537316.0,12739601.0,Qostanay,2021,72544.0,15404.3,1004939.0,47782.3,121.2
Rudny city,116597746.0,664679.0,526936.0,8553964.0,Qostanay,2022,68977.0,15848.7,715920.0,55311.6,104.3
Rudny city,102515066.0,3057094.0,3057094.0,11047533.0,Qostanay,2023,68334.0,15530.2,609684.0,62830.1,111.6
Rudny city,92465040.0,4487932.0,4487932.0,27937449.0,Qostanay,2024,67023.0,,,,
Saryqol,5333650.0,0.0,0.0,3348910.0,Qostanay,2014,13203.0,18346.9,2793.0,1931.0,98.4
Saryqol,6503795.0,0.0,0.0,482635.0,Qostanay,2015,12424.0,20276.4,2911.0,2010.7,112.2
Saryqol,6976758.0,0.0,0.0,498126.0,Qostanay,2016,12733.0,20634.5,5559.0,2340.4,111.9
Saryqol,8203732.0,510.0,510.0,57261.0,Qostanay,2017,13217.0,24759.1,4821.0,2620.8,103.5
Saryqol,9009461.0,5135.0,5135.0,403318.0,Qostanay,2018,13708.0,25586.1,3989.0,2918.9,111.9
Saryqol,10244841.0,1452.0,1452.0,149535.0,Qostanay,2019,13761.0,31255.6,4736.0,3237.0,115.4
Saryqol,10420814.0,51689.0,51689.0,363741.0,Qostanay,2020,11595.0,45346.1,4911.0,3392.1,132.0
Saryqol,9423474.0,2705.0,2705.0,677812.0,Qostanay,2021,10790.0,48800.9,4138.0,4087.1,121.2
Saryqol,12529536.0,0.0,0.0,463297.0,Qostanay,2022,9987.0,91127.3,5387.0,6626.5,104.3
Saryqol,13407302.0,0.0,0.0,1536848.0,Qostanay,2023,10917.0,44401.996405973696,5042.0,7556.5,111.6
Saryqol,15246028.0,0.0,0.0,5436074.0,Qostanay,2024,10482.0,,,,
Sultanbek Qozhanov,4878465.0,30000.0,30000.0,1608496.0,Qostanay,2014,13942.0,13661.4,2091.0,707.6,98.4
Sultanbek Qozhanov,5107254.0,277269.0,1769.0,1038703.0,Qostanay,2015,11706.0,18045.6,3074.0,739.2,112.2
Sultanbek Qozhanov,5368307.0,205124.0,30124.0,47262.0,Qostanay,2016,12908.0,17135.3,5039.0,859.2,111.9
Sultanbek Qozhanov,5361475.0,482893.0,393.0,93419.0,Qostanay,2017,14118.0,20750.8,8443.0,1005.5,103.5
Sultanbek Qozhanov,5571323.0,225609.0,609.0,416332.0,Qostanay,2018,13061.0,22992.5,11546.0,1127.4,111.9
Sultanbek Qozhanov,6260822.0,552764.0,45264.0,77607.0,Qostanay,2019,12612.0,25145.1,14941.0,1227.7,115.4
Sultanbek Qozhanov,7431216.0,298846.0,145651.0,269303.0,Qostanay,2020,11370.0,32370.7,19061.0,1299.8,132.0
Sultanbek Qozhanov,8886409.0,130116.0,4466.0,177477.0,Qostanay,2021,10816.0,44045.6,22855.0,1411.7,121.2
Sultanbek Qozhanov,10442829.0,10834.0,0.0,410830.0,Qostanay,2022,8731.0,66575.7,26464.0,2407.5,104.3
Sultanbek Qozhanov,14363791.0,41539.0,21637.0,570419.0,Qostanay,2023,8777.0,40675.35796096336,10761.0,2744.9,111.6
Sultanbek Qozhanov,10958306.0,27021.0,27021.0,5221699.0,Qostanay,2024,7650.0,,,,
Zhangeldi,688615.0,874.0,874.0,512378.0,Qostanay,2014,7257.0,6713.1,125.0,244.5,98.4
Zhangeldi,647526.0,5816.0,5816.0,95430.0,Qostanay,2015,6241.0,7797.7,146.0,254.2,112.2
Zhangeldi,699490.0,89.0,89.0,42517.0,Qostanay,2016,5750.0,8991.5,46.0,295.4,111.9
Zhangeldi,823250.0,78.0,78.0,29005.0,Qostanay,2017,6223.0,9576.7,110.0,336.2,103.5
Zhangeldi,1168366.0,2895.0,2895.0,378738.0,Qostanay,2018,5655.0,10480.6,302.0,373.4,111.9
Zhangeldi,1162404.0,139436.0,139436.0,217572.0,Qostanay,2019,5424.0,12362.0,269.0,406.8,115.4
Zhangeldi,2007776.0,154338.0,154338.0,243255.0,Qostanay,2020,6451.0,16133.6,263.0,416.5,132.0
Zhangeldi,2122836.0,10433.0,10433.0,131222.0,Qostanay,2021,7164.0,17275.0,314.0,455.9,121.2
Zhangeldi,2230711.0,0.0,0.0,124689.0,Qostanay,2022,5997.0,22227.5,147.0,542.5,104.3
Zhangeldi,3027742.0,0.0,0.0,199311.0,Qostanay,2023,6156.0,12254.911127548074,157.0,614.2,111.6
Zhangeldi,5036618.0,0.0,0.0,674330.0,Qostanay,2024,6341.0,,,,
Zhitiqara,2348773.0,5222.0,5222.0,1015805.0,Qostanay,2014,29170.0,257.0,,192.7,98.4
Zhitiqara,2415882.0,26051.0,16051.0,510906.0,Qostanay,2015,29178.0,204.0,,79.8,112.2
Zhitiqara,3895180.0,1290420.0,388136.0,245615.0,Qostanay,2016,29172.0,201.0,,64.7,111.9
Zhitiqara,4368120.0,3116929.0,176011.0,508525.0,Qostanay,2017,25969.0,149.0,,278.2,103.5
Zhitiqara,5691230.0,4798000.0,75114.0,902825.0,Qostanay,2018,28683.0,430.0,,94.2,111.9
Zhitiqara,4852235.0,9361753.0,210456.0,479455.0,Qostanay,2019,28642.0,290.0,,96.0,115.4
Zhitiqara,9305975.0,5429965.0,574263.0,2347618.0,Qostanay,2020,26623.0,270.0,,117.3,132.0
Zhitiqara,9088892.0,6850459.0,327708.0,3184821.0,Qostanay,2021,28066.0,343.0,,114.3,121.2
Zhitiqara,9061165.0,5437932.0,328228.0,3423922.0,Qostanay,2022,23891.0,562.0,,125.8,104.3
Zhitiqara,9535101.0,12507997.0,287248.0,2313714.0,Qostanay,2023,23467.0,519.0,,83.7,111.6
Zhitiqara,14695137.0,9779556.0,168430.0,3726434.0,Qostanay,2024,22449.0,,,,
Aral,19635352.0,4538566.0,4538566.0,19359041.0,Qyzylorda,2014,31155.0,4854.0,5588.0,6920.8,90.7
Aral,21154465.0,44316.0,44316.0,13408144.0,Qyzylorda,2015,30688.0,6006.2,6427.0,7229.3,84.1
Aral,4895000.0,474724.0,474724.0,1393997.0,Qyzylorda,2016,33117.0,6476.0,8325.0,8031.1,127.6
Aral,10489562.0,0.0,0.0,6293231.0,Qyzylorda,2017,31819.0,6891.0,9968.0,10018.8,127.9
Aral,28454069.0,72589.0,72589.0,23034876.0,Qyzylorda,2018,31853.0,8058.8,12314.0,11214.3,117.9
Aral,28570675.0,66189.0,66189.0,27340831.0,Qyzylorda,2019,31808.0,9782.4,15577.0,12047.9,103.0
Aral,15065256.0,128575.0,12050.0,6146969.0,Qyzylorda,2020,28910.0,11467.4,15716.0,12616.0,97.2
Aral,15466576.0,71221.0,61238.0,4967643.0,Qyzylorda,2021,29199.0,13062.4,17407.0,13977.8,174.4
Aral,16676667.0,26044.0,8846.0,7465644.0,Qyzylorda,2022,28277.0,15828.8,24219.0,16580.6,116.1
Aral,24969558.0,0.0,0.0,12424795.0,Qyzylorda,2023,28169.0,15358.8,33679.0,19494.8,96.3
Aral,36521624.0,216375.0,216375.0,16809405.0,Qyzylorda,2024,29962.0,,,,
Baiqonyr city,32053.0,0.0,0.0,32053.0,Qyzylorda,2014,0.0,,4.0,775.2,90.7
Baiqonyr city,2428692.0,0.0,0.0,2428692.0,Qyzylorda,2015,0.0,,4.0,378.1,84.1
Baiqonyr city,38602.0,0.0,0.0,38602.0,Qyzylorda,2016,19322.0,,2.0,216.5,127.6
Baiqonyr city,38189.0,0.0,0.0,13463.0,Qyzylorda,2017,18752.0,,6.0,289.4,127.9
Baiqonyr city,70857.0,0.0,0.0,11076.0,Qyzylorda,2018,19163.0,,250.0,320.6,117.9
Baiqonyr city,316089.0,0.0,0.0,43250.0,Qyzylorda,2019,18473.0,,182.0,342.4,103.0
Baiqonyr city,138938.0,0.0,0.0,121286.0,Qyzylorda,2020,19055.0,,147.0,128.7,97.2
Baiqonyr city,2635998.0,0.0,0.0,180575.0,Qyzylorda,2021,18347.0,,173.0,277.0,174.4
Baiqonyr city,10541568.0,0.0,0.0,98486.0,Qyzylorda,2022,14466.0,,106.0,369.9,116.1
Baiqonyr city,581183.0,0.0,0.0,21629.0,Qyzylorda,2023,14568.0,,713.0,1638.9,96.3
Baiqonyr city,586820.0,0.0,0.0,168214.0,Qyzylorda,2024,14588.0,,,,
Qarmaqshy,27665203.0,1450239.0,1450239.0,27665203.0,Qyzylorda,2014,23853.0,8725.7,1929.0,3469.0,90.7
Qarmaqshy,15624822.0,38740.0,38740.0,9780757.0,Qyzylorda,2015,23492.0,8887.5,1687.0,3730.9,84.1
Qarmaqshy,12744128.0,179381.0,179381.0,8056029.0,Qyzylorda,2016,24003.0,8995.2,2452.0,4162.0,127.6
Qarmaqshy,9167825.0,7546.0,7546.0,5050893.0,Qyzylorda,2017,23806.0,9851.9,3059.0,3891.9,127.9
Qarmaqshy,6270003.0,1212.0,1212.0,1568375.0,Qyzylorda,2018,24076.0,10455.4,2755.0,4455.9,117.9
Qarmaqshy,4570255.0,23163.0,23163.0,1868143.0,Qyzylorda,2019,22564.0,13370.2,2850.0,4776.7,103.0
Qarmaqshy,8983824.0,81391.0,81391.0,2322939.0,Qyzylorda,2020,22590.0,14359.6,3626.0,4909.8,97.2
Qarmaqshy,11277488.0,11440.0,11440.0,3703198.0,Qyzylorda,2021,22369.0,17772.3,3613.0,7427.8,174.4
Qarmaqshy,13312600.0,0.0,0.0,4192797.0,Qyzylorda,2022,21621.0,18243.5,3673.0,11881.5,116.1
Qarmaqshy,14156996.0,18043.0,0.0,6808809.0,Qyzylorda,2023,21567.0,21365.6,8929.0,13940.1,96.3
Qarmaqshy,18464252.0,227395.0,45101.0,7751526.0,Qyzylorda,2024,21309.0,,,,
Qazaly,4827323.0,2120843.0,2120843.0,4827323.0,Qyzylorda,2014,33414.0,7425.8,10695.0,9272.1,90.7
Qazaly,10966468.0,27799.0,27799.0,9063608.0,Qyzylorda,2015,35735.0,9974.6,11099.0,9989.0,84.1
Qazaly,3404696.0,196970.0,196970.0,1530318.0,Qyzylorda,2016,34475.0,10703.0,11709.0,11337.2,127.6
Qazaly,11099655.0,0.0,0.0,3829071.0,Qyzylorda,2017,33515.0,10941.0,10970.0,12315.4,127.9
Qazaly,30936761.0,43039.0,43039.0,24777008.0,Qyzylorda,2018,33446.0,12899.3,12315.0,13766.8,117.9
Qazaly,38110170.0,45311.0,45311.0,30827824.0,Qyzylorda,2019,34127.0,15824.9,14218.0,14854.4,103.0
Qazaly,14508605.0,428.0,0.0,5660657.0,Qyzylorda,2020,34419.0,18006.3,16061.0,15670.7,97.2
Qazaly,14717739.0,0.0,0.0,5742191.0,Qyzylorda,2021,34112.0,21623.9,17742.0,20458.4,174.4
Qazaly,18702229.0,0.0,0.0,9821755.0,Qyzylorda,2022,32412.0,24358.6,19801.0,24193.0,116.1
Qazaly,26527708.0,0.0,0.0,17335321.0,Qyzylorda,2023,32788.0,29456.9,26410.0,28459.4,96.3
Qazaly,26967907.0,0.0,0.0,13688619.0,Qyzylorda,2024,30360.0,,,,
Qyzylorda city,75977586.0,57209823.0,12691020.0,45852834.0,Qyzylorda,2014,117188.0,5502.8,902266.0,133532.7,90.7
Qyzylorda city,97869493.0,29471815.0,3950893.0,39678456.0,Qyzylorda,2015,117039.0,5859.4,480895.0,138875.1,84.1
Qyzylorda city,121603333.0,24598160.0,3106879.0,56510028.0,Qyzylorda,2016,115342.0,5717.5,508938.0,163398.6,127.6
Qyzylorda city,82283308.0,23038298.0,3526065.0,40156914.0,Qyzylorda,2017,117629.0,6311.0,591397.0,186805.0,127.9
Qyzylorda city,85709273.0,49648726.0,4127649.0,45391344.0,Qyzylorda,2018,119749.0,7463.1,801798.0,208357.2,117.9
Qyzylorda city,106839896.0,49601314.0,8190690.0,45094577.0,Qyzylorda,2019,123745.0,8613.9,694477.0,227873.1,103.0
Qyzylorda city,113714624.0,39023041.0,5679308.0,39073168.0,Qyzylorda,2020,127497.0,9958.4,479702.0,246294.6,97.2
Qyzylorda city,109874643.0,63545588.0,29128297.0,45345224.0,Qyzylorda,2021,128538.0,13104.6,592170.0,269236.3,174.4
Qyzylorda city,168712567.0,33334175.0,5504960.0,104817387.0,Qyzylorda,2022,140924.0,14126.6,634614.0,316295.4,116.1
Qyzylorda city,202339415.0,35522665.0,16292195.0,114885241.0,Qyzylorda,2023,140294.0,15167.5,649939.0,377656.6,96.3
Qyzylorda city,261360833.0,27092102.0,10235035.0,166374751.0,Qyzylorda,2024,144503.0,,,,
Shieli,10657043.0,1185998.0,909230.0,9178257.0,Qyzylorda,2014,36552.0,15515.4,26668.0,9356.5,90.7
Shieli,18292249.0,253970.0,50203.0,14310686.0,Qyzylorda,2015,34867.0,15950.6,26732.0,10072.7,84.1
Shieli,9659786.0,737835.0,426632.0,2460783.0,Qyzylorda,2016,35124.0,17369.1,24965.0,12131.5,127.6
Shieli,12869514.0,10066070.0,9905895.0,7215114.0,Qyzylorda,2017,36415.0,19726.3,22839.0,14033.2,127.9
Shieli,15971161.0,27932063.0,27768449.0,5824414.0,Qyzylorda,2018,37615.0,24470.2,24313.0,15943.1,117.9
Shieli,30285345.0,30848772.0,30441808.0,21390992.0,Qyzylorda,2019,36156.0,28609.4,31406.0,17214.9,103.0
Shieli,13626257.0,208237.0,24422.0,3784887.0,Qyzylorda,2020,34621.0,31216.5,42095.0,18014.6,97.2
Shieli,15895259.0,3560516.0,778554.0,7432120.0,Qyzylorda,2021,34352.0,36117.0,61080.0,19929.3,174.4
Shieli,20164858.0,15941321.0,12706364.0,9854329.0,Qyzylorda,2022,34406.0,40675.4,69675.0,23785.9,116.1
Shieli,38928764.0,20079563.0,10811908.0,11027134.0,Qyzylorda,2023,34668.0,45135.3,70531.0,28105.5,96.3
Shieli,53644890.0,21747930.0,11329865.0,17022712.0,Qyzylorda,2024,34799.0,,,,
Syrdarya,20743872.0,19337237.0,3014407.0,7327792.0,Qyzylorda,2014,17624.0,7379.4,1719.0,1607.2,90.7
Syrdarya,17680297.0,8509776.0,767366.0,2499908.0,Qyzylorda,2015,18574.0,9556.2,1880.0,1669.2,84.1
Syrdarya,11692010.0,5910720.0,525833.0,926233.0,Qyzylorda,2016,17803.0,9454.1,1035.0,1969.1,127.6
Syrdarya,36478794.0,16101988.0,687609.0,22760771.0,Qyzylorda,2017,17118.0,10212.8,1370.0,1959.8,127.9
Syrdarya,21511983.0,17812709.0,856072.0,2275848.0,Qyzylorda,2018,16584.0,11808.3,1897.0,2166.2,117.9
Syrdarya,46451118.0,21204993.0,4168630.0,29426989.0,Qyzylorda,2019,16729.0,15136.3,2366.0,2320.2,103.0
Syrdarya,18358859.0,17688247.0,4917864.0,774551.0,Qyzylorda,2020,15891.0,16553.0,4869.0,2280.5,97.2
Syrdarya,16599852.0,6946699.0,1454196.0,1095163.0,Qyzylorda,2021,15749.0,21084.8,6540.0,2502.5,174.4
